"ID","Sale_Amount"
2045,"125000"
2052,"216000"
2053,"22500"
2060,"760000"
2061,"2300000"
2066,"1850000"
2069,"99000"
2070,"360000"
2071,"245000"
2082,"541426"
2087,"4700"
2090,"210000"
2091,"739000"
2093,"360000"
2095,"467400"
2101,"215300"
2104,"6750000"
2114,"168000"
2132,"1100000"
2133,"265000"
2142,"180000"
2143,"95000"
2157,"425000"
2161,"275000"
2163,"430000"
2170,"2275000"
2172,"285000"
2173,"333000"
2184,"550000"
2190,"140000"
2191,"365000"
2192,"680000"
2196,"330000"
2197,"1375000"
2206,"320000"
2214,"195650"
2220,"380000"
2227,"187000"
2242,"383000"
2244,"900000"
2245,"165000"
2248,"512000"
2249,"360000"
2254,"280500"
2258,"99000"
2272,"227000"
2274,"3030303"
2286,"365000"
2290,"330000"
2302,"230000"
2310,"550000"
2311,"385000"
2313,"250000"
2316,"390600"
2319,"529000"
2322,"1564000"
2330,"850000"
2332,"210000"
2333,"407000"
2338,"70000"
2343,"642000"
2350,"351500"
2353,"236000"
2367,"182000"
2370,"260000"
2374,"370000"
2382,"2000000"
2388,"90000"
2402,"200000"
2408,"215000"
2409,"539000"
2411,"305000"
2418,"233000"
2422,"365000"
2424,"140000"
2428,"220000"
2432,"302000"
2443,"175000"
2450,"255000"
2454,"239000"
2458,"244900"
2464,"235000"
2467,"601291"
2469,"264502"
2472,"80000"
2474,"251000"
2481,"200000"
2484,"290000"
2485,"462500"
2486,"667600"
2495,"225000"
2503,"272500"
2522,"460000"
2524,"469000"
2536,"285000"
2543,"410000"
2548,"10000"
2551,"290000"
2557,"237000"
2562,"665000"
2567,"97000"
2568,"485900"
2569,"222000"
2571,"402000"
2575,"20000"
2580,"330000"
2593,"480000"
2595,"600000"
2603,"114900"
2608,"770000"
2616,"250000"
2617,"152000"
2639,"165000"
2648,"280000"
2658,"240000"
2664,"330000"
2665,"627000"
2672,"300000"
2673,"255000"
2675,"322500"
2676,"370000"
2684,"215000"
2696,"985000"
2700,"318999"
2708,"749000"
2721,"181778"
2722,"108000"
2723,"370000"
2726,"325000"
2739,"225000"
2745,"189500"
2748,"5600000"
2752,"600000"
2762,"255000"
2768,"3500000"
2772,"270000"
2776,"325000"
2779,"9000"
2783,"185000"
2793,"94000"
2797,"35000"
2801,"250000"
2802,"451500"
2804,"316500"
2806,"225000"
2810,"262000"
2814,"519900"
2818,"125000"
2821,"375000"
2842,"225000"
2844,"385000"
2845,"40000"
2847,"419000"
2866,"220000"
2870,"163000"
2871,"70000"
2877,"113900"
2880,"294000"
2882,"390000"
2883,"900000"
2894,"357750"
2904,"510000"
2914,"735000"
2918,"450000"
2927,"2850000"
2932,"425000"
2938,"180000"
2956,"447900"
2958,"771000"
2959,"1362500"
2960,"982000"
2985,"330000"
2988,"750000"
2996,"256000"
2997,"400000"
2999,"312598"
3000,"112000"
3001,"4750000"
3003,"130000"
3006,"670000"
3017,"120000"
3019,"95000"
3032,"275000"
3038,"167500"
3047,"3875000"
3048,"82500"
3060,"446000"
3064,"187300"
3065,"310000"
3067,"365000"
3094,"385000"
3098,"143333"
3099,"421050"
3107,"451000"
3108,"210000"
3109,"270500"
3115,"213500"
3118,"150000"
3121,"435000"
3123,"460000"
3132,"969000"
3136,"305000"
3137,"550000"
3141,"292500"
3148,"300000"
3155,"227504"
3169,"135000"
3175,"385000"
3177,"1100000"
3188,"692000"
3199,"85000"
3209,"450000"
3220,"1200000"
3228,"475850"
3230,"750000"
3231,"237500"
3232,"150000"
3241,"128700"
3242,"240000"
3244,"145000"
3258,"529900"
3259,"248000"
3263,"306000"
3265,"370000"
3273,"685000"
3275,"270000"
3281,"205000"
3282,"10000"
3283,"300000"
3287,"533000"
3292,"480000"
3293,"100000"
3295,"250000"
3297,"97000"
3304,"620000"
3310,"3100000"
3311,"535000"
3318,"470000"
3323,"425000"
3351,"38000"
3354,"407000"
3355,"337500"
3360,"257000"
3362,"380000"
3378,"380000"
3383,"300000"
3413,"188000"
3417,"635000"
3419,"4250000"
3421,"155000"
3434,"1700000"
3438,"275000"
3445,"121100"
3446,"169550"
3459,"355000"
3464,"1725000"
3465,"450000"
3475,"224900"
3477,"850000"
3478,"190000"
3482,"93000"
3490,"117000"
3491,"750000"
3495,"245900"
3500,"175000"
3508,"925000"
3510,"210000"
3511,"130000"
3514,"332000"
3521,"68000"
3522,"80000"
3524,"45000"
3526,"483904"
3530,"260218"
3538,"540000"
3542,"410000"
3543,"161000"
3545,"342500"
3546,"5425000"
3553,"90000"
3554,"345000"
3560,"899000"
3563,"2675000"
3567,"405000"
3569,"2025000"
3570,"87000"
3575,"1200000"
3580,"750000"
3584,"199000"
3598,"335000"
3600,"1230000"
3624,"299000"
3629,"424900"
3630,"159900"
3639,"251000"
3655,"350000"
3657,"330000"
3658,"950000"
3664,"175000"
3671,"479900"
3674,"510000"
3677,"850000"
3682,"1900000"
3702,"120000"
3708,"480000"
3710,"2300000"
3713,"218000"
3714,"152000"
3718,"230000"
3720,"169000"
3722,"76667"
3724,"215000"
3726,"320000"
3730,"293500"
3734,"180000"
3738,"1800000"
3747,"445000"
3755,"825000"
3768,"1556000"
3770,"150000"
3771,"224900"
3774,"375000"
3778,"265000"
3784,"360000"
3791,"489900"
3792,"2499000"
3793,"260000"
3797,"199900"
3807,"451000"
3817,"265000"
3818,"335000"
3822,"887750"
3823,"265000"
3824,"275000"
3825,"861888"
3826,"375000"
3835,"1625000"
3843,"235000"
3845,"475000"
3852,"70000"
3855,"299000"
3862,"75000"
3863,"195000"
3873,"309000"
3880,"205000"
3896,"405000"
3899,"290000"
3912,"160000"
3922,"325000"
3932,"135000"
3944,"408500"
3949,"75000"
3955,"142500"
3960,"378400"
3967,"176750"
3973,"365000"
3979,"380000"
3980,"234000"
3982,"255000"
3984,"620000"
3986,"97350"
3987,"158000"
3989,"579000"
3998,"201000"
4002,"222000"
4010,"227000"
4011,"221450"
4015,"1375000"
4016,"239900"
4019,"532500"
4025,"680000"
4026,"226000"
4028,"530000"
4033,"191000"
4035,"318000"
4056,"678000"
4071,"330000"
4075,"365000"
4078,"320000"
4086,"100000"
4091,"2100000"
4097,"110000"
4098,"322000"
4099,"285000"
4104,"1400000"
4119,"120000"
4132,"360000"
4141,"499900"
4142,"202000"
4147,"205000"
4149,"445000"
4158,"3000"
4163,"172500"
4177,"3557500"
4193,"320000"
4194,"121900"
4199,"178000"
4201,"340000"
4208,"1710000"
4219,"202000"
4222,"326500"
4224,"245000"
4225,"236000"
4234,"383304"
4239,"230000"
4244,"533775"
4257,"1800000"
4258,"269000"
4262,"240900"
4268,"340000"
4274,"315000"
4276,"154000"
4279,"219900"
4288,"290000"
4291,"90000"
4294,"301000"
4298,"260000"
4306,"470000"
4324,"690000"
4328,"310000"
4334,"250000"
4335,"91000"
4340,"79000"
4341,"23000"
4342,"126500"
4345,"1775000"
4346,"125000"
4352,"576060"
4357,"210000"
4361,"241500"
4365,"120000"
4366,"220000"
4369,"78000"
4370,"160000"
4384,"2325000"
4394,"245000"
4403,"455000"
4411,"700000"
4413,"136000"
4414,"245000"
4417,"237500"
4420,"155000"
4422,"399900"
4425,"199774"
4427,"409000"
4429,"265000"
4431,"325250"
4434,"215000"
4438,"275000"
4439,"287000"
4441,"185000"
4442,"320000"
4452,"184900"
4465,"875000"
4469,"230000"
4472,"550000"
4476,"300000"
4479,"200500"
4494,"570000"
4498,"637500"
4509,"720000"
4513,"245000"
4517,"410000"
4519,"540000"
4532,"171000"
4536,"1145000"
4537,"245000"
4540,"325000"
4542,"330000"
4543,"215000"
4545,"2050000"
4546,"1000000"
4550,"295100"
4552,"340000"
4556,"170000"
4560,"600000"
4562,"3378375"
4579,"315000"
4590,"210000"
4592,"675000"
4595,"1850000"
4599,"185000"
4609,"150000"
4610,"226000"
4625,"248000"
4630,"225000"
4641,"638400"
4642,"281000"
4643,"289000"
4644,"490000"
4647,"205000"
4652,"142500"
4657,"149900"
4666,"330000"
4670,"350000"
4673,"630000"
4685,"355000"
4690,"2050000"
4693,"108000"
4706,"175000"
4715,"160000"
4716,"208333"
4717,"460000"
4721,"285000"
4725,"209995"
4726,"520000"
4728,"175000"
4730,"359000"
4733,"204550"
4743,"410000"
4747,"375000"
4761,"184900"
4773,"369000"
4775,"583500"
4776,"335000"
4777,"430000"
4779,"710000"
4783,"380000"
4788,"176000"
4792,"507500"
4793,"355000"
4795,"360000"
4803,"27500"
4804,"3350000"
4810,"677000"
4811,"385000"
4812,"325000"
4821,"10000"
4823,"245000"
4826,"230000"
4832,"720000"
4834,"95000"
4835,"215000"
4840,"220000"
4850,"305000"
4856,"75000"
4858,"1785000"
4861,"595000"
4863,"118000"
4868,"379990"
4879,"1200000"
4883,"58900"
4885,"303000"
4886,"180000"
4895,"196500"
4900,"171000"
4903,"270000"
4910,"227000"
4920,"400000"
4927,"322100"
4931,"800000"
4954,"160000"
4955,"490000"
4965,"191000"
4975,"259000"
4976,"215000"
4978,"2295000"
4980,"212000"
4988,"208000"
4989,"199000"
4991,"310000"
4997,"270000"
5001,"2012000"
5002,"115000"
5005,"4625000"
5006,"226500"
5008,"3395000"
5012,"393000"
5021,"115000"
5027,"1995000"
5034,"640000"
5036,"3450000"
5046,"385100"
5049,"425000"
5052,"457982"
5055,"135000"
5060,"220000"
5061,"322000"
5063,"308500"
5067,"527286"
5075,"740000"
5088,"356000"
5089,"342500"
5091,"925000"
5094,"277000"
5100,"1416000"
5109,"810000"
5115,"680000"
5118,"255000"
5121,"550000"
5135,"295000"
5140,"258000"
5152,"280000"
5155,"70000"
5159,"3690000"
5168,"205000"
5169,"525000"
5173,"910000"
5180,"245000"
5183,"360000"
5186,"210013"
5189,"265000"
5197,"570000"
5202,"259900"
5207,"450000"
5213,"200000"
5225,"491000"
5228,"237000"
5233,"560000"
5234,"257000"
5241,"215000"
5249,"245000"
5257,"160000"
5258,"199900"
5259,"280000"
5264,"395000"
5265,"121000"
5273,"265000"
5275,"260000"
5276,"547000"
5280,"227500"
5284,"882000"
5285,"169800"
5289,"422500"
5290,"216000"
5300,"665000"
5301,"220000"
5302,"144000"
5304,"143000"
5317,"10000"
5320,"290000"
5323,"230000"
5328,"369900"
5331,"65000"
5333,"54962"
5341,"675000"
5352,"315000"
5356,"496500"
5361,"251000"
5364,"399900"
5366,"257000"
5373,"375000"
5376,"325000"
5389,"335000"
5391,"150000"
5392,"84500"
5394,"490000"
5421,"3150000"
5428,"350000"
5445,"307500"
5447,"1200000"
5453,"285000"
5457,"107000"
5463,"180000"
5467,"210000"
5468,"765000"
5471,"550000"
5472,"319000"
5476,"465000"
5495,"378000"
5503,"135000"
5504,"565000"
5513,"591000"
5531,"275000"
5534,"180000"
5538,"345000"
5539,"265000"
5543,"195000"
5549,"105000"
5550,"15000"
5556,"840000"
5558,"470000"
5562,"185000"
5569,"26000"
5571,"245000"
5572,"49500"
5576,"240000"
5598,"135000"
5600,"162500"
5603,"605000"
5608,"220000"
5611,"360000"
5618,"32000"
5632,"170000"
5639,"190000"
5647,"305000"
5649,"200000"
5660,"16500"
5662,"217000"
5671,"3000000"
5678,"108333"
5683,"267500"
5690,"317000"
5694,"66900"
5703,"202500"
5718,"175000"
5719,"230000"
5720,"360000"
5725,"265000"
5733,"405000"
5737,"540000"
5738,"276000"
5748,"2250000"
5751,"277500"
5752,"311000"
5756,"265000"
5760,"231000"
5774,"166500"
5778,"148000"
5783,"2050000"
5786,"540000"
5790,"181778"
5793,"834750"
5794,"265000"
5797,"128800"
5801,"80000"
5809,"640000"
5810,"174000"
5814,"41000"
5815,"350000"
5824,"140250"
5827,"555000"
5830,"487800"
5832,"170000"
5837,"3700000"
5839,"275000"
5843,"4300000"
5844,"212000"
5846,"375000"
5851,"357000"
5853,"900000"
5855,"331500"
5859,"831500"
5870,"135150"
5881,"385000"
5886,"1110000"
5888,"170000"
5890,"100000"
5891,"137000"
5894,"79900"
5896,"305000"
5897,"1000000"
5898,"475000"
5900,"137000"
5901,"162000"
5904,"299900"
5910,"528000"
5912,"130000"
5921,"318000"
5923,"550000"
5931,"305900"
5946,"210000"
5953,"183000"
5971,"432600"
5982,"56000"
5985,"130000"
5989,"410000"
5995,"210900"
6003,"1565000"
6006,"77000"
6009,"190000"
6010,"615000"
6017,"280000"
6022,"127600"
6032,"100000"
6033,"307000"
6036,"330000"
6041,"152250"
6045,"405000"
6048,"290000"
6061,"635000"
6062,"350000"
6063,"9500000"
6064,"250000"
6070,"696000"
6079,"487000"
6080,"385000"
6088,"185000"
6089,"390000"
6096,"115000"
6103,"196500"
6104,"680000"
6110,"910000"
6117,"305000"
6122,"292500"
6125,"310000"
6134,"630000"
6140,"215000"
6147,"39999"
6151,"160000"
6160,"50000"
6162,"1649000"
6170,"165000"
6171,"370000"
6184,"95000"
6193,"35900"
6200,"575000"
6218,"493500"
6223,"195000"
6224,"359900"
6241,"610000"
6244,"240000"
6253,"315000"
6255,"155550"
6259,"326000"
6262,"535000"
6276,"265000"
6280,"135000"
6284,"125000"
6290,"179200"
6306,"8945000"
6308,"314960"
6311,"350000"
6314,"350000"
6321,"1000000"
6333,"386521"
6335,"6600000"
6340,"225000"
6346,"453606"
6353,"1775000"
6354,"390000"
6355,"100000"
6356,"65710"
6357,"265000"
6363,"595000"
6367,"361000"
6368,"250000"
6385,"849000"
6387,"352000"
6402,"365000"
6405,"205000"
6407,"2075000"
6409,"130000"
6416,"115000"
6427,"660000"
6435,"308000"
6437,"399000"
6441,"450000"
6445,"450000"
6453,"395000"
6454,"290000"
6462,"175000"
6465,"540000"
6469,"392000"
6478,"4600000"
6481,"351000"
6486,"301424"
6489,"329900"
6497,"180000"
6499,"1900000"
6504,"345900"
6509,"519900"
6519,"216000"
6526,"295000"
6532,"326000"
6545,"825000"
6550,"245000"
6560,"187000"
6563,"290000"
6565,"245000"
6567,"267500"
6570,"445000"
6577,"114000"
6583,"40000"
6594,"225000"
6595,"840000"
6600,"200000"
6610,"226000"
6614,"77000"
6618,"23000"
6619,"2100000"
6623,"235000"
6635,"110000"
6637,"140000"
6647,"145000"
6651,"2535000"
6654,"2850000"
6658,"356500"
6666,"240000"
6668,"871000"
6672,"295000"
6678,"720000"
6679,"1000000"
6681,"198000"
6682,"2150000"
6686,"582500"
6695,"415000"
6699,"755000"
6700,"7500"
6707,"334000"
6708,"240000"
6709,"737000"
6710,"225000"
6740,"409000"
6741,"24000"
6754,"409799"
6762,"405000"
6771,"360000"
6776,"263000"
6777,"189900"
6782,"228097"
6787,"130000"
6796,"149900"
6797,"430000"
6798,"374000"
6806,"176000"
6808,"148750"
6826,"340000"
6830,"818000"
6831,"305000"
6832,"263000"
6837,"185000"
6851,"335000"
6852,"285000"
6869,"760000"
6886,"330000"
6890,"213000"
6892,"410000"
6895,"1495000"
6897,"271000"
6902,"493000"
6906,"3603000"
6908,"582000"
6918,"125000"
6921,"1120000"
6923,"3000"
6925,"1140000"
6926,"242410"
6927,"330000"
6928,"360000"
6932,"253000"
6937,"450000"
6939,"425000"
6941,"420000"
6948,"155000"
6951,"220000"
6954,"328000"
6958,"200000"
6959,"190000"
6962,"359900"
6963,"291500"
6964,"269900"
6970,"249000"
6972,"205000"
6976,"585000"
6983,"825000"
6987,"6290000"
6992,"479000"
6994,"505000"
7009,"5040000"
7019,"2452674"
7020,"295000"
7021,"825000"
7023,"583412"
7027,"85000"
7035,"107500"
7037,"369000"
7044,"267500"
7046,"198000"
7049,"1100000"
7050,"308000"
7053,"225000"
7054,"309000"
7079,"254900"
7081,"420000"
7082,"55000"
7086,"310000"
7089,"340000"
7097,"333000"
7098,"61500"
7100,"240000"
7115,"795000"
7128,"238000"
7137,"1500000"
7140,"249000"
7143,"356000"
7151,"3795000"
7161,"70000"
7164,"289500"
7168,"245000"
7169,"570000"
7171,"85000"
7176,"240000"
7187,"625000"
7188,"450000"
7191,"283900"
7193,"390000"
7196,"1745000"
7197,"195521"
7201,"350000"
7207,"680000"
7212,"142300"
7215,"139900"
7220,"85000"
7221,"210000"
7228,"1015000"
7232,"235000"
7236,"1125500"
7238,"500000"
7239,"509000"
7246,"144000"
7249,"243000"
7252,"110000"
7253,"411000"
7256,"749900"
7259,"306200"
7271,"430000"
7279,"140000"
7280,"320000"
7282,"480000"
7288,"389000"
7290,"245000"
7298,"365000"
7302,"265000"
7303,"30000"
7306,"290000"
7312,"320000"
7314,"400000"
7323,"303895"
7327,"210000"
7329,"136000"
7332,"250000"
7336,"417000"
7340,"176000"
7364,"225000"
7387,"200000"
7393,"325000"
7394,"302500"
7405,"295000"
7410,"230000"
7432,"137000"
7434,"131000"
7437,"322450"
7439,"155000"
7451,"50000"
7453,"15000"
7456,"385000"
7464,"1185000"
7465,"265000"
7468,"200000"
7483,"225000"
7488,"1100000"
7489,"2150000"
7491,"970000"
7494,"290000"
7497,"1275000"
7508,"490000"
7510,"600000"
7514,"265000"
7516,"275000"
7526,"600000"
7528,"105000"
7531,"495000"
7534,"140000"
7537,"320000"
7539,"370000"
7544,"310105"
7547,"775000"
7557,"206000"
7561,"70000"
7565,"348000"
7567,"810000"
7568,"146892"
7574,"610000"
7576,"515000"
7577,"2400000"
7578,"300000"
7591,"50000"
7595,"595000"
7596,"347500"
7602,"208000"
7609,"385000"
7612,"297500"
7613,"8250000"
7615,"125000"
7618,"200000"
7622,"63750"
7626,"185000"
7628,"764000"
7635,"1050000"
7638,"950000"
7644,"529500"
7645,"610000"
7649,"460000"
7651,"462500"
7653,"188000"
7662,"285000"
7664,"341400"
7665,"185000"
7667,"158000"
7676,"200000"
7681,"212000"
7682,"275000"
7686,"388900"
7691,"350000"
7696,"233000"
7700,"111550"
7707,"60000"
7708,"429000"
7709,"248000"
7710,"213000"
7718,"238000"
7720,"299000"
7722,"185000"
7723,"585000"
7730,"259900"
7743,"200000"
7749,"249000"
7760,"555000"
7765,"295000"
7768,"180000"
7771,"330000"
7775,"3800000"
7781,"800000"
7783,"321000"
7789,"282500"
7792,"897000"
7796,"449900"
7801,"121000"
7805,"100000"
7806,"235000"
7813,"189000"
7817,"2500000"
7820,"225000"
7836,"585000"
7839,"255000"
7847,"237000"
7856,"385000"
7859,"890000"
7865,"750000"
7870,"300000"
7871,"155000"
7872,"245000"
7877,"220000"
7879,"340000"
7893,"185500"
7901,"89000"
7907,"123000"
7909,"403000"
7921,"217000"
7932,"414500"
7936,"510000"
7946,"203000"
7958,"1300000"
7964,"167904"
7970,"795000"
7974,"225000"
7976,"255000"
7978,"169900"
7982,"110500"
7983,"639000"
7985,"410000"
7992,"530000"
7995,"425000"
8000,"140000"
8001,"120000"
8004,"292000"
8005,"360000"
8013,"95000"
8017,"540000"
8018,"2347500"
8019,"280000"
8021,"260000"
8022,"880000"
8027,"74900"
8036,"117500"
8037,"201000"
8043,"218000"
8047,"280010"
8050,"300000"
8062,"1885000"
8075,"670000"
8077,"108333"
8078,"165000"
8086,"280000"
8094,"315000"
8098,"240000"
8099,"535000"
8109,"465000"
8113,"430000"
8114,"9000"
8115,"345000"
8116,"820000"
8119,"1400000"
8122,"159000"
8129,"434000"
8130,"300000"
8138,"325000"
8139,"395000"
8153,"236000"
8154,"110000"
8158,"233000"
8161,"761500"
8171,"360000"
8172,"650000"
8176,"1515000"
8179,"82676"
8186,"872000"
8201,"3750000"
8205,"150000"
8211,"369900"
8220,"419000"
8221,"1080000"
8227,"2212500"
8229,"125000"
8232,"4950000"
8233,"198300"
8235,"240000"
8238,"305000"
8240,"66500"
8247,"330000"
8254,"215000"
8261,"305750"
8262,"220000"
8264,"282500"
8266,"230000"
8273,"212000"
8284,"7445000"
8287,"172000"
8293,"2375000"
8303,"350000"
8312,"245000"
8320,"45000"
8343,"1817000"
8345,"3200000"
8350,"125000"
8351,"272500"
8358,"343000"
8366,"2941231"
8368,"510000"
8371,"855000"
8375,"1700000"
8381,"520000"
8405,"330000"
8408,"405000"
8409,"183000"
8410,"97000"
8411,"258000"
8422,"1138500"
8423,"257000"
8426,"95000"
8428,"120000"
8439,"720000"
8450,"185000"
8452,"296000"
8457,"731000"
8459,"390000"
8465,"575000"
8473,"375000"
8475,"422000"
8479,"480000"
8481,"285000"
8482,"231000"
8484,"96000"
8486,"195000"
8487,"535000"
8491,"320000"
8492,"55000"
8495,"200000"
8509,"276000"
8517,"450000"
8518,"275000"
8521,"271000"
8522,"1087000"
8523,"440000"
8525,"125000"
8539,"129000"
8540,"223000"
8541,"335000"
8545,"2000000"
8546,"245000"
8563,"100000"
8566,"305000"
8573,"225500"
8574,"142500"
8580,"285000"
8586,"255000"
8590,"305000"
8596,"141000"
8602,"267000"
8606,"205000"
8607,"314000"
8611,"355000"
8612,"199900"
8617,"246900"
8622,"285000"
8629,"189750"
8631,"165000"
8640,"325000"
8643,"76650"
8657,"184650"
8668,"376130"
8678,"280000"
8691,"199900"
8698,"240000"
8699,"23000"
8700,"206500"
8702,"975000"
8710,"320000"
8717,"200000"
8718,"458468"
8722,"279000"
8724,"400000"
8728,"121100"
8729,"1295000"
8732,"239900"
8736,"380000"
8737,"195700"
8739,"157500"
8752,"411000"
8772,"224000"
8776,"350000"
8780,"225000"
8783,"400000"
8788,"125000"
8790,"640000"
8800,"275000"
8806,"292500"
8812,"611000"
8815,"167500"
8820,"280000"
8830,"203000"
8832,"320000"
8833,"215000"
8835,"293000"
8838,"95000"
8841,"272000"
8843,"800000"
8845,"295000"
8858,"154000"
8859,"130000"
8870,"2895000"
8871,"355000"
8875,"325000"
8881,"632000"
8883,"388694"
8884,"166000"
8885,"125000"
8886,"116000"
